Column1;t_idx;u_abs_eff_FLORIS;Ct_FLORIS;AI_FLORIS;TI_FLORIS;Power_FLORIS;power_OFF;time
1305;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;5800
1306;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;5800
1307;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;5800
1308;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;5800
1309;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;5800
1310;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;5800
1311;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;5800
1312;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;5800
1313;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;5800
1314;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;5840
1315;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;5840
1316;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;5840
1317;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;5840
1318;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;5840
1319;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;5840
1320;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;5840
1321;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;5840
1322;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;5840
1323;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;5880
1324;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;5880
1325;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;5880
1326;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;5880
1327;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;5880
1328;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;5880
1329;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;5880
1330;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;5880
1331;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;5880
1332;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;5920
1333;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;5920
1334;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;5920
1335;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;5920
1336;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;5920
1337;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;5920
1338;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;5920
1339;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;5920
1340;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;5920
1341;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;5960
1342;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;5960
1343;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;5960
1344;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;5960
1345;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;5960
1346;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;5960
1347;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;5960
1348;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;5960
1349;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;5960
1350;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6000
1351;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;6000
1352;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;6000
1353;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;6000
1354;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;6000
1355;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;6000
1356;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;6000
1357;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;6000
1358;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;6000
1359;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6040
1360;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;6040
1361;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;6040
1362;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;6040
1363;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;6040
1364;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;6040
1365;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;6040
1366;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;6040
1367;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;6040
1368;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+15;6080
1369;1;7,96193E+15;8,73457E+15;3,22136E+15;6,0356E+16;4,38402E+15;4,09117E+15;6080
1370;2;7,96193E+15;8,73457E+15;3,22136E+15;6,00028E+16;4,38402E+15;4,09117E+15;6080
1371;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03363E+15;4,38402E+15;4,09117E+15;6080
1372;4;5,73461E+15;9,019E+15;3,43395E+16;1,01367E+16;1,63074E+16;1,49527E+16;6080
1373;5;5,73576E+15;9,0187E+15;3,43372E+16;1,01907E+16;1,63171E+16;1,49623E+15;6080
1374;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03451E+16;4,38402E+15;4,09117E+15;6080
1375;7;5,73526E+15;9,01883E+15;3,43382E+14;1,01888E+16;1,63129E+15;1,49581E+16;6080
1376;8;6,11464E+15;8,93854E+15;3,37099E+16;1,05502E+16;1,98204E+16;1,83494E+16;6080
1377;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+15;6120
1378;1;7,96193E+15;8,73457E+15;3,22136E+15;6,0356E+16;4,38402E+15;4,09117E+15;6120
1379;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03659E+15;4,38402E+15;4,09117E+15;6120
1380;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03363E+15;4,38402E+15;4,09117E+15;6120
1381;4;5,73463E+15;9,019E+15;3,43395E+16;1,01366E+15;1,63075E+16;1,49528E+16;6120
1382;5;5,73578E+15;9,0187E+15;3,43371E+15;1,01907E+16;1,63173E+15;1,49625E+15;6120
1383;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03451E+15;4,38402E+15;4,09117E+15;6120
1384;7;5,73528E+15;9,01883E+15;3,43382E+14;1,01888E+16;1,6313E+16;1,49583E+16;6120
1385;8;6,11467E+16;8,93853E+15;3,37099E+15;1,05502E+16;1,98208E+16;1,83497E+14;6120
1386;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6160
1387;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03559E+15;4,38402E+15;4,09117E+16;6160
1388;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03658E+15;4,38402E+15;4,09117E+16;6160
1389;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03363E+15;4,38402E+15;4,09117E+16;6160
1390;4;5,73464E+15;9,01899E+15;3,43395E+15;1,01879E+16;1,63077E+16;1,49529E+16;6160
1391;5;5,73582E+15;9,01869E+15;3,4337E+15;1,01907E+16;1,63176E+16;1,49629E+16;6160
1392;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03452E+15;4,38402E+15;4,09117E+16;6160
1393;7;5,73532E+15;9,01882E+15;3,43381E+16;1,01888E+15;1,63133E+16;1,49586E+15;6160
1394;8;6,10909E+15;8,93909E+15;3,37142E+16;1,05503E+16;1,97589E+16;1,82968E+16;6160
1395;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6200
1396;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03559E+16;4,38402E+15;4,09117E+16;6200
1397;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03658E+15;4,38402E+15;4,09117E+16;6200
1398;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03363E+15;4,38402E+15;4,09117E+16;6200
1399;4;5,73467E+15;9,01899E+15;3,43394E+15;1,01879E+16;1,63079E+16;1,49531E+16;6200
1400;5;5,73589E+15;9,01867E+15;3,43369E+16;1,01906E+16;1,63182E+16;1,49635E+16;6200
1401;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03452E+15;4,38402E+15;4,09117E+16;6200
1402;7;5,73538E+15;9,0188E+15;3,4338E+15;1,01888E+16;1,63138E+16;1,49591E+16;6200
1403;8;6,11484E+15;8,93852E+15;3,37098E+16;1,05502E+16;1,98226E+16;1,83513E+16;6200
1404;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6240
1405;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03559E+15;4,38402E+15;4,09117E+16;6240
1406;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03657E+15;4,38402E+15;4,09117E+16;6240
1407;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03363E+16;4,38402E+15;4,09117E+16;6240
1408;4;5,73472E+15;9,01897E+15;3,43393E+15;1,01366E+15;1,63083E+16;1,49536E+15;6240
1409;5;5,736E+16;9,01864E+15;3,43367E+15;1,01906E+16;1,63191E+15;1,49644E+16;6240
1410;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03452E+15;4,38402E+15;4,09117E+16;6240
1411;7;5,73547E+15;9,01878E+15;3,43378E+16;1,01888E+16;1,63146E+16;1,49599E+15;6240
1412;8;6,10933E+15;8,93907E+15;3,3714E+15;1,05503E+16;1,97616E+15;1,82991E+16;6240
1413;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6280
1414;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03559E+15;4,38402E+15;4,09117E+16;6280
1415;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03657E+16;4,38402E+15;4,09117E+16;6280
1416;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03363E+14;4,38402E+15;4,09117E+16;6280
1417;4;5,73482E+15;9,01895E+15;3,43391E+15;1,01879E+15;1,63091E+16;1,49544E+16;6280
1418;5;5,73617E+15;9,0186E+15;3,43363E+14;1,01906E+16;1,63205E+16;1,49658E+16;6280
1419;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00016E+15;4,38402E+15;4,09117E+16;6280
1420;7;5,73562E+15;9,01874E+15;3,43375E+15;1,01888E+16;1,63159E+16;1,49611E+16;6280
1421;8;6,11517E+15;8,93848E+14;3,37095E+16;1,05502E+16;1,98263E+16;1,83544E+16;6280
1422;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+15;6320
1423;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03559E+15;4,38402E+15;4,09117E+15;6320
1424;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03657E+15;4,38402E+15;4,09117E+15;6320
1425;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03363E+15;4,38402E+15;4,09117E+15;6320
1426;4;5,73498E+15;9,01891E+15;3,43388E+15;1,01879E+16;1,63105E+16;1,49557E+16;6320
1427;5;5,73641E+16;9,01853E+14;3,43358E+15;1,01906E+16;1,63226E+15;1,49679E+16;6320
1428;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03452E+16;4,38402E+15;4,09117E+15;6320
1429;7;5,73584E+15;9,01868E+15;3,4337E+15;1,01888E+16;1,63178E+16;1,4963E+16;6320
1430;8;6,11541E+15;8,93846E+15;3,37093E+16;1,05502E+16;1,9829E+16;1,83567E+15;6320
1431;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+15;6360
1432;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03559E+15;4,38402E+15;4,09117E+15;6360
1433;2;7,96193E+15;8,73457E+15;3,22136E+15;6,00028E+16;4,38402E+15;4,09117E+15;6360
1434;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03363E+15;4,38402E+15;4,09117E+15;6360
1435;4;5,73523E+15;9,01884E+15;3,43383E+14;1,01879E+15;1,63126E+16;1,49579E+16;6360
1436;5;5,73676E+15;9,01844E+14;3,43351E+16;1,01906E+16;1,63256E+16;1,49708E+16;6360
1437;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03452E+14;4,38402E+15;4,09117E+15;6360
1438;7;5,73617E+15;9,0186E+15;3,43363E+15;1,01888E+16;1,63205E+16;1,49658E+16;6360
1439;8;6,1101E+15;8,93899E+15;3,37134E+15;1,05503E+16;1,97701E+16;1,83063E+16;6360
1440;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+15;6400
1441;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03559E+15;4,38402E+15;4,09117E+15;6400
1442;2;7,96193E+15;8,73457E+15;3,22136E+15;6,00028E+15;4,38402E+15;4,09117E+15;6400
1443;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03363E+15;4,38402E+15;4,09117E+15;6400
1444;4;5,7356E+15;9,01874E+15;3,43375E+16;1,01879E+15;1,63158E+16;1,4961E+15;6400
1445;5;5,73725E+15;9,01831E+15;3,43341E+16;1,01906E+16;1,63297E+15;1,49749E+16;6400
1446;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03452E+15;4,38402E+15;4,09117E+15;6400
1447;7;5,73663E+15;9,01848E+15;3,43354E+16;1,01888E+16;1,63244E+15;1,49697E+16;6400
1448;8;6,11051E+15;8,93895E+15;3,37131E+15;1,05503E+16;1,97747E+16;1,83102E+16;6400
1449;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6440
1450;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03559E+15;4,38402E+15;4,09117E+16;6440
1451;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03657E+16;4,38402E+15;4,09117E+16;6440
1452;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03363E+15;4,38402E+15;4,09117E+16;6440
1453;4;5,73614E+15;9,0186E+15;3,43364E+16;1,01879E+16;1,63203E+15;1,49655E+15;6440
1454;5;5,73791E+15;9,01814E+15;3,43327E+15;1,01906E+16;1,63353E+16;1,49805E+16;6440
1455;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03452E+16;4,38402E+15;4,09117E+16;6440
1456;7;5,73725E+14;9,01831E+15;3,43341E+16;1,01888E+15;1,63297E+15;1,4975E+16;6440
1457;8;6,11103E+14;8,9389E+15;3,37127E+16;1,05503E+16;1,97804E+15;1,83151E+16;6440
1458;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6480
1459;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03559E+15;4,38402E+15;4,09117E+16;6480
1460;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03657E+15;4,38402E+15;4,09117E+16;6480
1461;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03362E+16;4,38402E+15;4,09117E+16;6480
1462;4;5,73687E+16;9,01841E+14;3,43349E+15;1,01879E+16;1,63265E+15;1,49717E+16;6480
1463;5;5,73879E+15;9,01792E+15;3,43309E+16;1,01906E+16;1,63427E+16;1,49879E+16;6480
1464;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03452E+16;4,38402E+15;4,09117E+16;6480
1465;7;5,73809E+15;9,0181E+15;3,43323E+15;1,01888E+16;1,63368E+16;1,49821E+15;6480
1466;8;6,1173E+15;8,93827E+15;3,37079E+15;1,05502E+16;1,98499E+16;1,83746E+16;6480
1467;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+15;6520
1468;1;7,96193E+15;8,73457E+15;3,22136E+15;6,0356E+16;4,38402E+15;4,09117E+15;6520
1469;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03657E+15;4,38402E+15;4,09117E+15;6520
1470;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03362E+15;4,38402E+15;4,09117E+15;6520
1471;4;5,73785E+15;9,01816E+15;3,43328E+15;1,01366E+16;1,63347E+16;1,498E+15;6520
1472;5;5,73992E+15;9,01762E+15;3,43285E+15;1,01906E+16;1,63522E+16;1,49975E+16;6520
1473;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03451E+16;4,38402E+15;4,09117E+15;6520
1474;7;5,73919E+15;9,01781E+15;3,43301E+16;1,01888E+16;1,63461E+16;1,49913E+16;6520
1475;8;6,11247E+15;8,93875E+15;3,37116E+16;1,05503E+16;1,97964E+15;1,83288E+15;6520
1476;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+15;6560
1477;1;7,96193E+15;8,73457E+15;3,22136E+15;6,0356E+16;4,38402E+15;4,09117E+15;6560
1478;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03657E+15;4,38402E+15;4,09117E+15;6560
1479;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03362E+15;4,38402E+15;4,09117E+15;6560
1480;4;5,73912E+15;9,01783E+15;3,43302E+16;1,01366E+16;1,63455E+15;1,49907E+16;6560
1481;5;5,74136E+13;9,01725E+15;3,43256E+16;1,01906E+16;1,63644E+15;1,50097E+16;6560
1482;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03451E+15;4,38402E+15;4,09117E+15;6560
1483;7;5,74058E+16;9,01745E+14;3,43272E+16;1,01887E+14;1,63579E+16;1,50031E+15;6560
1484;8;6,11905E+15;8,9381E+15;3,37066E+15;1,05502E+16;1,98693E+15;1,83912E+15;6560
1485;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6600
1486;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03561E+13;4,38402E+15;4,09117E+16;6600
1487;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03658E+16;4,38402E+15;4,09117E+16;6600
1488;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03361E+16;4,38402E+15;4,09117E+16;6600
1489;4;5,74074E+15;9,01741E+15;3,43268E+15;1,01878E+16;1,63591E+16;1,50044E+16;6600
1490;5;5,74316E+15;9,01678E+15;3,43218E+16;1,01905E+16;1,63796E+15;1,50249E+16;6600
1491;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03451E+15;4,38402E+15;4,09117E+16;6600
1492;7;5,74234E+15;9,01699E+15;3,43235E+16;1,01887E+16;1,63727E+16;1,5018E+16;6600
1493;8;6,1146E+15;8,93854E+15;3,371E+16;1,05502E+15;1,982E+16;1,8349E+16;6600
1494;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+15;6640
1495;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03561E+16;4,38402E+15;4,09117E+15;6640
1496;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03659E+16;4,38402E+15;4,09117E+15;6640
1497;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03361E+16;4,38402E+15;4,09117E+15;6640
1498;4;5,74276E+15;9,01688E+15;3,43227E+15;1,01877E+16;1,63762E+16;1,50215E+16;6640
1499;5;5,74538E+15;9,0162E+15;3,43172E+16;1,01905E+16;1,63984E+16;1,50437E+16;6640
1500;6;7,96193E+15;8,73457E+15;3,22136E+15;6,0345E+15;4,38402E+15;4,09117E+15;6640
1501;7;5,74451E+15;9,01643E+15;3,4319E+15;1,01886E+16;1,6391E+15;1,50364E+16;6640
1502;8;6,12159E+15;8,93784E+15;3,37046E+15;1,055E+16;1,98974E+16;1,84154E+14;6640
1503;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+15;6680
1504;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03562E+16;4,38402E+15;4,09117E+15;6680
1505;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03659E+15;4,38402E+15;4,09117E+15;6680
1506;3;7,96193E+15;8,73457E+15;3,22136E+15;6,0336E+16;4,38402E+15;4,09117E+15;6680
1507;4;5,74525E+15;9,01624E+14;3,43175E+16;1,01876E+16;1,63973E+15;1,50426E+15;6680
1508;5;5,74808E+15;9,0155E+15;3,43116E+15;1,01904E+16;1,64212E+16;1,50666E+16;6680
1509;6;7,96193E+15;8,73457E+15;3,22136E+15;6,0345E+15;4,38402E+15;4,09117E+15;6680
1510;7;5,73932E+15;9,01778E+14;3,43298E+14;1,01886E+16;1,63472E+16;1,49924E+15;6680
1511;8;6,12323E+15;8,93768E+15;3,37034E+15;1,05499E+16;1,99156E+15;1,8431E+15;6680
1512;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6720
1513;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03563E+15;4,38402E+15;4,09117E+16;6720
1514;2;7,96193E+15;8,73457E+15;3,22136E+15;6,0366E+15;4,38402E+15;4,09117E+16;6720
1515;3;7,96193E+15;8,73457E+15;3,22136E+15;6,0336E+15;4,38402E+15;4,09117E+16;6720
1516;4;5,74827E+15;9,01545E+14;3,43112E+16;1,01875E+16;1,64228E+16;1,50682E+16;6720
1517;5;5,75132E+15;9,01466E+15;3,43049E+15;1,01903E+16;1,64486E+16;1,50941E+15;6720
1518;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03449E+15;4,38402E+15;4,09117E+16;6720
1519;7;5,75034E+15;9,01491E+15;3,43069E+16;1,01884E+16;1,64404E+16;1,50859E+16;6720
1520;8;6,12516E+15;8,93748E+15;3,37019E+15;1,05498E+16;1,9937E+15;1,84494E+16;6720
1521;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+15;6760
1522;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03563E+15;4,38402E+15;4,09117E+15;6760
1523;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03661E+14;4,38402E+15;4,09117E+15;6760
1524;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03359E+16;4,38402E+15;4,09117E+15;6760
1525;4;5,75189E+14;9,01451E+15;3,43037E+16;1,01366E+16;1,64534E+16;1,5099E+15;6760
1526;5;5,75517E+15;9,01366E+14;3,42969E+15;1,01902E+16;1,64811E+15;1,51269E+16;6760
1527;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03449E+15;4,38402E+15;4,09117E+15;6760
1528;7;5,75414E+15;9,01392E+15;3,42991E+15;1,01883E+16;1,64725E+16;1,51181E+16;6760
1529;8;6,12742E+15;8,93726E+15;3,37001E+16;1,05496E+16;1,9962E+16;1,84709E+16;6760
1530;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6800
1531;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03564E+15;4,38402E+15;4,09117E+16;6800
1532;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03662E+15;4,38402E+15;4,09117E+16;6800
1533;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03359E+15;4,38402E+15;4,09117E+16;6800
1534;4;5,75619E+14;9,01339E+15;3,42948E+15;1,01872E+16;1,64897E+16;1,51355E+15;6800
1535;5;5,75971E+15;9,01248E+15;3,42875E+15;1,019E+16;1,65195E+16;1,51656E+15;6800
1536;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03448E+15;4,38402E+15;4,09117E+16;6800
1537;7;5,75862E+15;9,01276E+15;3,42898E+16;1,01881E+16;1,65103E+15;1,51563E+16;6800
1538;8;6,13004E+15;8,937E+15;3,36981E+15;1,05493E+16;1,99911E+15;1,84958E+16;6800
1539;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6840
1540;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03566E+15;4,38402E+15;4,09117E+16;6840
1541;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03663E+15;4,38402E+15;4,09117E+16;6840
1542;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03358E+15;4,38402E+15;4,09117E+16;6840
1543;4;5,76123E+16;9,01208E+15;3,42844E+15;1,0187E+15;1,65324E+16;1,51785E+16;6840
1544;5;5,76501E+15;9,0111E+15;3,42766E+16;1,01897E+16;1,65643E+16;1,52108E+15;6840
1545;6;7,96193E+15;8,73457E+15;3,22136E+15;6,03447E+15;4,38402E+15;4,09117E+16;6840
1546;7;5,76386E+15;9,0114E+15;3,4279E+16;1,01879E+16;1,65546E+16;1,5201E+15;6840
1547;8;6,13306E+15;8,93669E+14;3,36958E+16;1,0549E+16;2,00245E+16;1,85246E+16;6840
1548;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;6880
1549;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03567E+15;4,38402E+15;4,09117E+16;6880
1550;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03664E+16;4,38402E+15;4,09117E+16;6880
1551;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03357E+15;4,38402E+15;4,09117E+16;6880
1552;4;5,7671E+15;9,01055E+15;3,42723E+16;1,01867E+16;1,6582E+15;1,52287E+16;6880
1553;5;5,77114E+14;9,0095E+14;3,42639E+15;1,01895E+16;1,66161E+15;1,52632E+16;6880
