Column1;t_idx;u_abs_eff_FLORIS;Ct_FLORIS;AI_FLORIS;TI_FLORIS;Power_FLORIS;power_OFF;time
676;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3000
677;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3000
678;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3000
679;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3000
680;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3000
681;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3000
682;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3000
683;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3000
684;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3040
685;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3040
686;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3040
687;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3040
688;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3040
689;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3040
690;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3040
691;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3040
692;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3040
693;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3080
694;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3080
695;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3080
696;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3080
697;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3080
698;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3080
699;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3080
700;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3080
701;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3080
702;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3120
703;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3120
704;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3120
705;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3120
706;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3120
707;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3120
708;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3120
709;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3120
710;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3120
711;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3160
712;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3160
713;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3160
714;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3160
715;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3160
716;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3160
717;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3160
718;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3160
719;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3160
720;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3200
721;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3200
722;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3200
723;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3200
724;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3200
725;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3200
726;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3200
727;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3200
728;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3200
729;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3240
730;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3240
731;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3240
732;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3240
733;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3240
734;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3240
735;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3240
736;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3240
737;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3240
738;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3280
739;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3280
740;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3280
741;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3280
742;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3280
743;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3280
744;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3280
745;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3280
746;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3280
747;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3320
748;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3320
749;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3320
750;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3320
751;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3320
752;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3320
753;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3320
754;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3320
755;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3320
756;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3360
757;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3360
758;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3360
759;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3360
760;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3360
761;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3360
762;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3360
763;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3360
764;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3360
765;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3400
766;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3400
767;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3400
768;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3400
769;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3400
770;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3400
771;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3400
772;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3400
773;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3400
774;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3440
775;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3440
776;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3440
777;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3440
778;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3440
779;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3440
780;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3440
781;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3440
782;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3440
783;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3480
784;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3480
785;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3480
786;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3480
787;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3480
788;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3480
789;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3480
790;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3480
791;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3480
792;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3520
793;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3520
794;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3520
795;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3520
796;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3520
797;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3520
798;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3520
799;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3520
800;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3520
801;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3560
802;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3560
803;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3560
804;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3560
805;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3560
806;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3560
807;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3560
808;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3560
809;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3560
810;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3600
811;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3600
812;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3600
813;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3600
814;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3600
815;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3600
816;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3600
817;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3600
818;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3600
819;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3640
820;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3640
821;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3640
822;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3640
823;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3640
824;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3640
825;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3640
826;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3640
827;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3640
828;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3680
829;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3680
830;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3680
831;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3680
832;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3680
833;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3680
834;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3680
835;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3680
836;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3680
837;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3720
838;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3720
839;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3720
840;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3720
841;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3720
842;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3720
843;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3720
844;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3720
845;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3720
846;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3760
847;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3760
848;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3760
849;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3760
850;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3760
851;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3760
852;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3760
853;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3760
854;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3760
855;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3800
856;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3800
857;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3800
858;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3800
859;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3800
860;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3800
861;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3800
862;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3800
863;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3800
864;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3840
865;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3840
866;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3840
867;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3840
868;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3840
869;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3840
870;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3840
871;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3840
872;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3840
873;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3880
874;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3880
875;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3880
876;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3880
877;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3880
878;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3880
879;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3880
880;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3880
881;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3880
882;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3920
883;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3920
884;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3920
885;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3920
886;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3920
887;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3920
888;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3920
889;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3920
890;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3920
891;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;3960
892;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;3960
893;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;3960
894;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;3960
895;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;3960
896;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;3960
897;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;3960
898;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;3960
899;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;3960
900;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;4000
901;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;4000
902;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;4000
903;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;4000
904;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;4000
905;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;4000
906;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;4000
907;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;4000
908;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;4000
909;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;4040
910;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;4040
911;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;4040
912;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;4040
913;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;4040
914;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;4040
915;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;4040
916;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;4040
917;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;4040
918;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;4080
919;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;4080
920;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;4080
921;3;7,96193E+15;8,73457E+15;3,22136E+15;6,03471E+15;4,38402E+15;4,09117E+16;4080
922;4;5,7346E+15;9,019E+15;3,43396E+15;1,01877E+16;1,63073E+16;1,49526E+16;4080
923;5;5,73542E+15;9,01879E+13;3,43379E+15;1,01893E+16;1,63142E+16;1,49595E+16;4080
924;6;7,96193E+15;8,73457E+15;3,22136E+15;6,00026E+15;4,38402E+15;4,09117E+16;4080
925;7;5,73554E+15;9,01876E+15;3,43376E+16;1,019E+16;1,63152E+16;1,49605E+16;4080
926;8;6,10883E+15;8,93912E+14;3,37144E+16;1,05503E+16;1,97561E+16;1,82943E+16;4080
927;0;7,96193E+15;8,73457E+15;3,22136E+15;6,03105E+15;4,38402E+15;4,09117E+16;4120
928;1;7,96193E+15;8,73457E+15;3,22136E+15;6,03437E+14;4,38402E+15;4,09117E+16;4120
929;2;7,96193E+15;8,73457E+15;3,22136E+15;6,03536E+16;4,38402E+15;4,09117E+16;4120
